date;open;high;low;close;volume;MA2.MA1;MA2.MA2;MA2.MA3;MA2.MA4;MA2.MA5;MA2.MA6;MA2.MA7;MA2.MA8;MA2.MA9;MA2.MA10;VOL.VOLUME;VOL.MAVOL1;VOL.MAVOL2;KDJ.K;KDJ.D;KDJ.J;BOLL.BOLL;BOLL.UB;BOLL.LB;MACD.DIF;MACD.DEA;MACD.MACD;
2009/05/08;2486.69;2634.06;2486.23;2625.65;8885118;2499.98;2389.71;2214.21;2577.68;3424.50;2361.71;2353.45;2147.38;;;888511808.00;756958848.00;753256064.00;88.18;84.24;96.07;2214.21;2691.11;1737.32;58.47;-15.52;147.99;
2009/05/15;2646.29;2670.21;2558.96;2645.26;7471139;2540.20;2434.94;2245.55;2550.09;3424.25;2366.06;2385.44;2181.90;;;747113920.00;787129984.00;755798848.00;90.64;86.38;99.17;2245.55;2749.87;1741.23;75.36;2.66;145.41;
2009/05/22;2632.57;2688.11;2578.59;2597.60;7033638;2558.93;2481.81;2282.86;2527.34;3423.89;2370.25;2428.33;2205.40;;;703363776.00;735200896.00;772392576.00;86.46;86.40;86.57;2282.86;2774.68;1791.04;83.93;18.91;130.03;
2009/05/27;2555.34;2635.31;2538.62;2632.93;3606099;2595.80;2517.00;2323.46;2507.94;3423.59;2374.62;2465.00;2230.93;;;360609888.00;642573952.00;737261184.00;86.24;86.35;86.03;2323.46;2788.01;1858.92;92.50;33.63;117.75;
2009/06/05;2668.40;2791.65;2668.40;2753.89;8523811;2651.07;2554.95;2365.91;2494.17;3422.94;2379.75;2517.08;2264.88;;;852381120.00;710395520.00;734284160.00;88.09;86.93;90.41;2365.91;2824.53;1907.30;107.82;48.47;118.70;
2009/06/12;2753.34;2828.74;2721.85;2743.76;7372086;2674.70;2587.34;2405.38;2482.46;3421.78;2385.01;2555.64;2292.76;;;737208576.00;680135872.00;718547328.00;85.85;86.57;84.42;2405.38;2850.55;1960.21;117.78;62.33;110.90;
2009/06/19;2743.03;2886.50;2727.74;2880.49;6814500;2721.75;2630.98;2449.88;2472.26;3423.51;2390.93;2597.81;2328.39;;;681449984.00;667002496.00;727066240.00;90.18;87.78;94.99;2449.88;2898.38;2001.37;135.15;76.89;116.51;
2009/06/26;2900.57;2946.90;2841.90;2928.21;7242973;2787.88;2673.40;2487.23;2469.48;3425.16;2396.88;2640.18;2363.38;;;724297280.00;671190208.00;703195520.00;92.37;89.31;98.49;2487.23;2964.99;2009.46;151.02;91.72;118.61;
2009/07/03;2930.31;3088.86;2918.39;3088.37;7733824;2878.93;2737.36;2525.59;2461.66;3425.91;2403.51;2693.85;2410.95;;;773382400.00;753744256.00;698159104.00;94.89;91.17;102.32;2525.59;3066.25;1984.94;174.51;108.28;132.47;
2009/07/10;3091.48;3140.04;3011.21;3113.93;9269114;2950.95;2801.01;2568.23;2452.01;3428.26;2410.14;2744.69;2460.69;;;926911424.00;768650432.00;739522944.00;95.14;92.49;100.45;2568.23;3153.75;1982.70;192.97;125.22;135.51;
2009/07/17;3098.96;3221.07;3076.30;3189.74;9328500;3040.15;2857.43;2623.57;2444.95;3430.36;2417.27;2806.45;2510.11;;;932849984.00;807777088.00;743956480.00;95.23;93.41;98.89;2623.57;3224.96;2022.18;211.28;142.43;137.70;
2009/07/24;3203.89;3398.05;3192.90;3372.60;10054621;3138.57;2930.16;2682.55;2440.75;3434.04;2425.21;2881.04;2564.65;;;1005462080.00;872580736.00;769791616.00;95.83;94.21;99.07;2682.55;3335.32;2029.78;237.80;161.50;152.60;
2009/07/31;3377.72;3454.02;3174.21;3412.06;11760933;3235.32;3011.60;2746.71;2439.73;3436.86;2433.30;2946.57;2619.32;;;1176093312.00;962940096.00;817065152.00;95.44;94.62;97.08;2746.71;3422.19;2071.22;259.02;181.01;156.03;
2009/08/07;3429.69;3478.01;3244.10;3260.69;10434871;3269.82;3074.38;2795.69;2436.86;3437.50;2440.87;2997.86;2660.84;;;1043487104.00;1016959808.00;885352064.00;87.38;92.21;77.73;2795.69;3471.08;2120.30;260.62;196.93;127.38;
2009/08/14;3287.76;3307.89;3039.30;3046.97;7174353;3256.40;3103.68;2829.31;2432.14;3435.19;2447.69;3035.30;2688.76;;;717435328.00;975065920.00;871858176.00;72.44;85.62;46.07;2829.31;3483.02;2175.61;241.85;205.91;71.87;
2009/08/21;2994.87;3020.26;2761.40;2960.77;7210961;3210.63;3125.39;2856.36;2433.68;3430.55;2454.25;3062.63;2715.67;;;721096128.00;932714880.00;870246016.00;57.57;76.27;20.16;2856.36;3482.92;2229.80;217.51;208.23;18.56;
2009/08/28;2982.19;3004.90;2823.64;2860.69;7549120;3108.23;3123.40;2877.19;2434.16;3424.52;2460.39;3071.52;2745.58;;;754912000.00;882606080.00;877593408.00;43.00;65.18;-1.37;2877.19;3473.00;2281.37;187.98;204.18;-32.40;
2009/09/04;2817.63;2875.98;2639.76;2861.61;6592742;2998.15;3116.74;2895.07;2436.05;3417.03;2466.68;3081.34;2771.30;;;659274176.00;779239424.00;871089792.00;37.49;55.95;0.56;2895.07;3464.60;2325.53;162.78;195.90;-66.25;
2009/09/11;2877.62;2999.33;2831.85;2989.79;7069599;2943.95;3106.89;2922.13;2441.38;3409.94;2472.98;3090.45;2804.41;;;706959872.00;711935616.00;864447680.00;38.91;50.27;16.19;2922.13;3452.42;2391.83;151.40;187.00;-71.20;
2009/09/18;2990.93;3068.03;2940.83;2962.67;8468421;2927.13;3091.76;2946.39;2443.15;3401.11;2479.09;3093.32;2830.63;;;846842112.00;737817408.00;856441664.00;38.78;46.44;23.46;2946.39;3433.70;2459.08;138.60;177.32;-77.44;
2009/09/25;2937.93;2982.90;2783.11;2838.84;6314514;2902.70;3056.66;2957.04;2444.15;3391.18;2484.86;3072.53;2848.49;;;631451392.00;719888384.00;826301632.00;33.77;42.22;16.88;2957.04;3423.70;2490.38;117.11;165.28;-96.34;
2009/09/30;2844.37;2857.95;2712.30;2779.43;2433187;2886.48;2997.35;2963.76;2442.73;3379.51;2490.29;3044.66;2862.32;;;243318704.00;617568640.00;750087360.00;28.07;37.50;9.20;2963.76;3415.15;2512.36;94.20;151.07;-113.72;
2009/10/09;2840.13;2912.55;2834.62;2911.72;970672;2896.50;2947.32;2979.46;2444.56;3370.44;2496.61;3021.49;2880.30;;;97067200.00;505128544.00;642184000.00;32.28;35.76;25.32;2979.46;3397.87;2561.05;85.73;138.00;-104.53;
2009/10/16;2927.02;3014.26;2886.96;2976.63;5571137;2893.88;2918.91;2996.64;2450.74;3362.63;2503.20;2988.49;2898.48;;;557113728.00;475158944.00;593547264.00;47.74;39.75;63.71;2996.64;3382.06;2611.23;83.30;127.06;-87.52;
2009/10/23;2974.64;3123.46;2962.31;3107.85;7156216;2922.88;2925.00;3014.34;2461.69;3354.09;2510.35;2963.14;2923.83;;;715621632.00;448913408.00;593365376.00;64.08;47.86;96.53;3014.34;3385.04;2643.63;90.91;119.83;-57.84;
2009/10/30;3114.29;3123.36;2952.01;2995.85;6367881;2954.30;2928.50;3026.94;2471.54;3344.96;2517.11;2941.06;2943.77;;;636788096.00;449981632.00;584935040.00;67.26;54.33;93.13;3026.94;3375.39;2678.50;86.90;113.24;-52.68;
2009/11/06;2933.82;3183.57;2923.52;3164.04;8216307;3031.23;2958.85;3041.13;2484.31;3339.49;2524.36;2950.83;2964.48;;;821630720.00;565644480.00;591606592.00;76.79;61.82;106.74;3041.13;3387.54;2694.71;96.19;109.83;-27.29;
2009/11/13;3162.15;3211.10;3127.50;3187.65;7585928;3086.40;2991.45;3054.09;2500.74;3334.54;2531.59;2969.73;2985.34;;;758592768.00;697950208.00;601539392.00;82.96;68.87;111.15;3054.09;3402.14;2706.05;104.25;108.72;-8.93;
2009/11/20;3206.43;3332.53;3206.43;3308.35;9467014;3152.75;3023.31;3065.10;2521.21;3329.49;2539.40;3007.04;3012.68;;;946701376.00;775867584.00;625513280.00;87.34;75.02;111.98;3065.10;3431.14;2699.06;119.01;110.78;16.47;
2009/11/27;3312.97;3361.39;3080.89;3096.27;10708371;3150.45;3036.66;3064.21;2538.23;3321.47;2546.43;3026.59;3030.50;;;1070837120.00;846910272.00;647911808.00;77.95;76.00;81.84;3064.21;3429.84;2698.58;112.30;111.08;2.44;
2009/12/04;3114.29;3319.13;3114.29;3317.04;9424824;3214.68;3084.49;3070.57;2555.29;3312.90;2554.43;3053.86;3052.15;;;942482432.00;908048768.00;679015232.00;82.49;78.16;91.15;3070.57;3449.59;2691.56;123.37;113.54;19.67;
2009/12/11;3313.06;3334.01;3225.56;3247.32;6489122;3231.32;3131.27;3064.31;2576.07;3301.96;2562.26;3077.58;3071.52;;;648912192.00;873504768.00;719574656.00;80.31;78.88;83.18;3064.31;3426.06;2702.56;125.08;115.85;18.47;
2009/12/18;3246.95;3315.03;3108.03;3113.89;6051017;3216.57;3151.49;3049.41;2595.79;3288.33;2569.57;3100.51;3080.50;;;605101696.00;842806080.00;770378112.00;68.03;75.26;53.57;3049.41;3373.42;2725.39;114.35;115.55;-2.40;
2009/12/25;3108.07;3156.53;3039.86;3141.35;4847622;3183.15;3167.95;3043.43;2617.48;3275.70;2577.07;3130.66;3088.69;;;484762208.00;750418304.00;763142976.00;61.94;70.82;44.17;3043.43;3355.23;2731.63;106.83;113.80;-13.95;
2009/12/31;3148.86;3282.21;3148.86;3277.14;5019594;3219.35;3184.90;3054.95;2643.29;3260.45;2585.20;3161.11;3095.96;;;501959392.00;636642944.00;741776576.00;68.21;69.95;64.73;3054.95;3383.82;2726.08;110.55;113.15;-5.20;
2010/01/08;3289.75;3295.87;3149.02;3196.00;6596835;3195.15;3204.91;3066.71;2667.43;3243.59;2593.00;3179.40;3099.12;;;659683520.00;580083712.00;744066240.00;61.66;67.19;50.61;3066.71;3398.21;2735.20;105.73;111.67;-11.87;
2010/01/15;3301.61;3306.75;3165.49;3224.15;7892445;3190.50;3210.91;3084.88;2688.05;3226.48;2600.96;3189.09;3100.44;;;789244480.00;608151168.00;740827968.00;60.21;64.86;50.91;3084.88;3408.59;2761.17;103.00;109.94;-13.87;
2010/01/22;3213.64;3268.81;3062.63;3128.59;7522758;3193.45;3205.01;3098.23;2707.38;3208.28;2608.62;3200.16;3091.05;;;752275776.00;637585024.00;740195520.00;49.34;59.69;28.64;3098.23;3404.73;2791.73;92.06;106.36;-28.59;
2010/01/29;3103.32;3137.00;2963.89;2989.29;4730770;3163.05;3173.10;3098.21;2726.01;3187.74;2615.50;3185.58;3074.79;;;473076992.00;635248640.00;692833472.00;35.18;51.52;2.50;3098.21;3404.75;2791.67;71.33;99.36;-56.04;
2010/02/05;2981.37;3015.13;2890.02;2939.40;5324924;3095.48;3157.41;3097.04;2741.35;3165.96;2622.23;3164.90;3062.43;;;532492416.00;641354944.00;638998912.00;27.16;43.40;-5.32;3097.04;3405.91;2788.16;50.30;89.54;-78.49;
2010/02/12;2936.45;3018.86;2922.19;3018.13;3230252;3059.90;3127.52;3106.01;2759.09;3141.92;2629.05;3140.71;3061.33;;;323025216.00;574023296.00;577053504.00;28.16;38.32;7.83;3106.01;3392.96;2819.06;39.53;79.54;-80.03;
2010/02/26;3016.70;3067.52;2938.75;3051.94;5039754;3025.48;3107.99;3119.63;2776.31;3118.87;2636.11;3137.02;3064.83;;;503975392.00;516969280.00;562560192.00;31.72;36.12;22.93;3119.63;3364.01;2875.25;33.33;70.30;-73.93;
2010/03/05;3057.01;3102.40;3011.09;3031.06;5927623;3005.95;3099.70;3125.59;2795.97;3097.55;2643.07;3113.19;3071.38;;;592762304.00;485066336.00;561325696.00;32.43;34.89;27.51;3125.59;3353.90;2897.29;26.43;61.53;-70.18;
2010/03/12;3036.41;3085.99;3011.97;3013.41;4414611;3010.77;3086.91;3127.43;2815.85;3074.51;2650.21;3093.69;3077.22;;;441461088.00;478742112.00;556995392.00;31.49;33.76;26.96;3127.43;3351.23;2903.63;19.32;53.08;-67.53;
2010/03/19;3010.72;3069.66;2963.44;3067.75;4352292;3036.45;3065.96;3125.43;2835.23;3055.78;2657.66;3089.84;3080.22;;;435229184.00;459291040.00;550323008.00;35.21;34.24;37.15;3125.43;3350.68;2900.18;17.86;46.04;-56.36;
2010/03/26;3069.66;3083.35;3009.91;3059.72;5068262;3044.77;3052.34;3128.63;2853.65;3036.98;2665.01;3083.05;3083.95;;;506826208.00;496050176.00;535036736.00;38.41;35.63;43.96;3128.63;3347.87;2909.38;15.87;40.01;-48.27;
2010/04/02;3076.05;3159.60;3071.69;3157.96;6501908;3065.98;3045.73;3128.32;2873.11;3021.36;2672.64;3073.11;3096.23;;;650190784.00;525292352.00;521130816.00;58.73;43.33;89.54;3128.32;3347.38;2909.26;21.97;36.40;-28.85;
2010/04/09;3170.61;3177.97;3110.26;3145.35;4874372;3088.85;3047.40;3126.21;2889.18;3006.97;2680.36;3068.90;3110.30;;;487437184.00;504229056.00;494647712.00;68.71;51.79;102.56;3126.21;3343.66;2908.75;25.50;34.22;-17.45;
2010/04/16;3151.89;3181.66;3101.48;3130.30;6356524;3112.23;3061.50;3117.30;2902.66;2990.63;2688.20;3061.07;3118.71;;;635652416.00;543067328.00;510904736.00;72.54;58.71;100.21;3117.30;3317.23;2917.37;26.76;32.73;-11.93;
2010/04/23;3096.78;3096.78;2941.35;2983.54;6570643;3095.38;3065.91;3111.66;2914.70;2973.76;2695.50;3048.98;3118.97;;;657064320.00;587433600.00;523362304.00;54.51;57.31;48.91;3111.66;3320.26;2903.06;15.75;29.33;-27.17;
2010/04/30;2988.08;2996.83;2820.95;2870.61;5275888;3057.55;3051.16;3089.34;2927.83;2955.16;2702.55;3039.09;3109.85;;;527588800.00;591586944.00;543818560.00;40.93;51.85;19.09;3089.34;3300.93;2877.76;-2.08;23.05;-50.25;
2010/05/07;2821.35;2862.56;2665.81;2688.38;4170062;2963.63;3014.80;3061.39;2936.09;2933.72;2708.91;3018.18;3098.02;;;417006208.00;544949888.00;535121088.00;28.74;44.15;-2.06;3061.39;3326.11;2796.68;-30.55;12.33;-85.76;
2010/05/14;2690.86;2751.07;2604.20;2696.63;5141721;2873.88;2981.36;3040.53;2945.55;2911.51;2715.49;2991.39;3080.04;;;514172096.00;550297600.00;527263328.00;24.50;37.60;-1.70;3040.53;3349.84;2731.22;-51.85;-0.51;-102.70;
2010/05/21;2663.88;2663.88;2481.97;2583.52;4821976;2764.52;2938.38;3012.64;2950.59;2887.34;2721.77;2952.34;3056.81;;;482197600.00;519607104.00;531337216.00;21.17;32.12;-0.73;3012.64;3379.02;2646.27;-76.98;-15.80;-122.35;
2010/05/28;2596.32;2686.54;2583.55;2655.77;5390954;2699.00;2897.19;2981.57;2955.28;2866.30;2727.96;2921.08;3031.71;;;539095424.00;496012480.00;541723008.00;22.39;28.88;9.42;2981.57;3358.73;2604.42;-90.02;-30.64;-118.75;
2010/06/04;2647.87;2665.39;2521.06;2553.59;4207902;2635.57;2846.56;2949.45;2957.51;2847.90;2733.83;2882.76;3010.84;;;420790208.00;474652672.00;533119808.00;18.34;25.37;4.29;2949.45;3357.85;2541.05;-107.36;-45.99;-122.75;
2010/06/11;2508.33;2590.98;2491.65;2569.94;4333084;2611.90;2787.76;2916.74;2959.60;2833.31;2739.70;2841.28;2982.11;;;433308416.00;477913088.00;511431488.00;16.42;22.38;4.49;2916.74;3337.12;2496.36;-118.42;-60.48;-115.90;
2010/06/18;2588.97;2595.51;2505.33;2513.22;1469220;2575.23;2724.55;2885.98;2959.76;2815.92;2745.53;2795.74;2953.87;;;146922000.00;404461984.00;477379776.00;12.64;19.14;-0.35;2885.98;3330.46;2441.49;-130.26;-74.43;-111.66;
2010/06/25;2517.29;2598.35;2504.31;2552.82;3626464;2569.07;2666.80;2864.15;2961.49;2799.72;2751.67;2745.30;2932.29;;;362646400.00;380551168.00;450079136.00;13.01;17.09;4.85;2864.15;3329.64;2398.66;-134.90;-86.53;-96.74;
2010/07/02;2550.65;2561.48;2319.74;2382.90;3576312;2514.48;2606.74;2836.32;2959.92;2783.15;2757.10;2681.76;2903.12;;;357631200.00;344260608.00;420136544.00;12.55;15.58;6.50;2836.32;3347.19;2325.46;-150.55;-99.33;-102.43;
2010/07/09;2358.76;2485.60;2335.57;2470.92;3769199;2497.98;2566.77;2808.97;2957.34;2767.51;2762.80;2626.82;2872.11;;;376919904.00;335485344.00;405068992.00;20.05;17.07;26.01;2808.97;3337.16;2280.78;-154.07;-110.28;-87.58;
2010/07/16;2468.54;2501.02;2389.07;2424.27;4535073;2468.82;2540.36;2777.58;2953.66;2751.87;2768.16;2580.22;2842.43;;;453507296.00;339525632.00;408719360.00;22.87;19.00;30.60;2777.58;3319.40;2235.76;-158.79;-119.98;-77.63;
2010/07/23;2399.58;2579.52;2392.27;2572.03;6065022;2480.57;2527.90;2754.63;2953.23;2740.28;2773.93;2555.33;2817.35;;;606502208.00;431441504.00;417951744.00;38.17;25.39;63.73;2754.63;3290.09;2219.17;-148.90;-125.76;-46.27;
2010/07/30;2576.37;2656.41;2556.47;2637.50;6134031;2497.52;2533.30;2735.84;2953.30;2730.62;2779.81;2551.09;2798.46;;;613403072.00;481592928.00;431072064.00;56.09;35.63;97.02;2735.84;3259.31;2212.37;-134.23;-127.46;-13.54;
2010/08/06;2635.81;2681.79;2589.99;2658.39;6741073;2552.63;2533.55;2715.37;2951.71;2722.94;2785.85;2547.91;2785.73;;;674107328.00;544887616.00;444574112.00;68.57;46.61;112.50;2715.37;3215.69;2215.04;-119.54;-125.87;12.67;
2010/08/13;2656.36;2676.09;2564.84;2606.70;5848653;2579.77;2538.88;2692.72;2949.43;2715.95;2791.58;2549.84;2772.94;;;584865280.00;586476736.00;460981056.00;72.14;55.12;106.17;2692.72;3167.78;2217.65;-110.79;-122.86;24.14;
2010/08/20;2603.79;2701.93;2596.77;2642.31;6999269;2623.38;2546.10;2666.93;2945.46;2708.86;2797.40;2548.71;2758.48;;;699926912.00;635759808.00;487642720.00;76.22;62.15;104.37;2666.93;3088.66;2245.20;-99.83;-118.25;36.84;
2010/08/27;2637.82;2667.17;2588.64;2610.74;5104599;2631.13;2555.85;2640.20;2940.17;2704.82;2803.08;2553.48;2741.51;;;510459904.00;616551232.00;523996352.00;76.20;66.83;94.92;2640.20;2997.03;2283.37;-92.63;-113.13;41.00;
2010/09/03;2622.27;2662.88;2604.49;2655.39;6636903;2634.70;2566.11;2616.46;2932.95;2697.31;2808.85;2560.59;2727.06;;;663690304.00;626611008.00;554101952.00;79.90;71.19;97.31;2616.46;2889.28;2343.63;-82.36;-106.97;49.22;
2010/09/10;2667.20;2704.93;2628.83;2663.21;6749585;2635.68;2594.15;2600.44;2925.44;2688.72;2814.90;2573.09;2713.60;;;674958528.00;626779776.00;585833664.00;82.19;74.86;96.87;2600.44;2813.62;2387.27;-72.76;-100.13;54.74;
2010/09/17;2665.65;2703.78;2583.34;2598.69;6181587;2634.07;2606.93;2586.85;2915.59;2680.27;2820.67;2576.93;2695.56;;;618158720.00;633438208.00;609957504.00;76.80;75.51;79.40;2586.85;2758.02;2415.68;-69.56;-94.02;48.92;
2010/09/21;2601.48;2607.35;2573.63;2591.55;1514452;2623.93;2623.65;2582.01;2902.57;2671.66;2826.48;2594.31;2677.55;;;151445200.00;523744064.00;579751936.00;59.08;70.03;37.18;2582.01;2746.43;2417.58;-66.82;-88.58;43.51;
2010/09/30;2600.54;2656.00;2597.14;2655.66;3855463;2632.90;2632.01;2579.96;2889.96;2664.85;2832.54;2609.70;2658.23;;;385546304.00;498761728.00;557656448.00;61.00;67.02;48.95;2579.96;2739.31;2420.60;-58.80;-82.62;47.64;
2010/10/08;2681.25;2747.80;2677.99;2738.74;1548427;2649.57;2642.14;2587.72;2881.26;2659.06;2839.17;2635.91;2642.59;;;154842704.00;396990880.00;511800928.00;72.35;68.79;79.45;2587.72;2762.20;2413.23;-45.22;-75.14;59.84;
2010/10/15;2755.03;2971.16;2755.03;2971.16;11449699;2711.15;2673.41;2603.48;2880.00;2656.07;2846.65;2669.17;2636.47;;;1144969856.00;490992448.00;558886080.00;81.56;73.05;98.59;2603.48;2847.15;2359.81;-15.53;-63.22;95.38;
2010/10/22;2985.46;3041.15;2931.91;2975.04;11113701;2786.43;2710.25;2624.56;2880.24;2656.96;2854.19;2697.30;2636.14;;;1111370112.00;589637248.00;611537728.00;83.00;76.37;96.26;2624.56;2917.90;2331.23;8.22;-48.93;114.31;
2010/10/29;2979.71;3073.38;2955.48;2978.83;9672069;2863.88;2743.90;2645.00;2882.21;2658.18;2861.64;2724.00;2640.30;;;967206912.00;752785792.00;638264960.00;82.36;78.36;90.35;2645.00;2976.78;2313.22;27.04;-33.74;121.56;
2010/11/05;2986.89;3142.59;2986.89;3129.50;10958263;2958.65;2795.77;2675.81;2886.67;2661.36;2869.70;2767.56;2657.27;;;1095826304.00;894841664.00;696801664.00;87.47;81.40;99.62;2675.81;3065.49;2286.14;53.50;-16.29;139.57;
2010/11/12;3140.40;3186.72;2975.16;2985.43;11492484;3008.00;2828.79;2697.45;2886.60;2663.99;2877.26;2796.17;2668.38;;;1149248384.00;1093723776.00;745357312.00;80.70;81.17;79.78;2697.45;3105.95;2288.95;62.12;-0.61;125.46;
2010/11/19;2984.87;3016.13;2806.64;2888.57;8162120;2991.48;2851.31;2722.73;2885.36;2664.26;2884.36;2819.31;2680.11;;;816211968.00;1027971456.00;759481984.00;70.93;77.75;57.27;2722.73;3111.37;2334.09;60.44;11.60;97.68;
2010/11/26;2861.61;2904.97;2791.58;2871.70;7020656;2970.80;2878.61;2742.77;2885.91;2665.03;2891.34;2837.34;2688.41;;;702065600.00;946110464.00;767873856.00;62.81;72.77;42.88;2742.77;3117.83;2367.71;57.09;20.70;72.79;
2010/12/03;2861.15;2881.16;2758.92;2842.43;5849328;2943.52;2903.70;2763.68;2886.96;2664.84;2898.13;2852.27;2699.52;;;584932800.00;869659456.00;811222656.00;52.65;66.06;25.81;2763.68;3109.46;2417.89;51.48;26.86;49.25;
2010/12/10;2850.38;2884.53;2792.52;2841.04;5014883;2885.85;2922.25;2777.13;2885.79;2665.17;2904.85;2872.47;2709.95;;;501488288.00;750790272.00;822815936.00;41.74;57.95;9.31;2777.13;3112.29;2441.97;46.39;30.76;31.25;
2010/12/17;2850.33;2939.05;2847.66;2893.74;5740729;2867.50;2937.75;2789.94;2884.40;2667.57;2911.59;2897.66;2724.59;;;574072896.00;635754880.00;864739328.00;38.33;51.41;12.17;2789.94;3122.21;2457.68;46.08;33.83;24.50;
2010/12/24;2901.47;2917.20;2804.56;2835.16;5675134;2856.82;2924.15;2798.78;2879.86;2670.78;2918.04;2912.61;2735.45;;;567513408.00;586016384.00;806993920.00;31.49;44.77;4.94;2798.78;3125.67;2471.89;40.63;35.19;10.89;
2010/12/31;2842.81;2876.81;2721.48;2808.08;4636680;2844.10;2907.45;2808.85;2876.73;2674.13;2924.25;2918.40;2751.80;;;463668000.00;538335616.00;742223040.00;27.20;38.92;3.77;2808.85;3122.99;2494.71;33.74;34.90;-2.31;
2011/01/07;2825.33;2868.01;2807.87;2838.80;4618384;2843.38;2893.45;2818.68;2871.31;2677.81;2930.57;2907.36;2765.95;;;461838400.00;513713760.00;691686592.00;26.54;34.79;10.04;2818.68;3123.02;2514.33;30.41;34.00;-7.18;
2011/01/14;2832.62;2847.36;2770.34;2791.34;4486954;2833.43;2859.64;2827.71;2864.70;2682.72;2936.61;2892.05;2780.07;;;448695392.00;503159200.00;626974720.00;25.60;31.73;13.34;2827.71;3116.39;2539.03;23.67;31.93;-16.53;
2011/01/21;2772.45;2780.94;2667.29;2715.29;4749674;2797.73;2832.61;2830.70;2854.82;2688.02;2942.40;2870.09;2785.58;;;474967392.00;483334560.00;559544704.00;22.95;28.80;11.25;2830.70;3113.03;2548.37;12.05;27.96;-31.82;
2011/01/28;2716.52;2759.44;2661.45;2752.75;4530197;2781.25;2819.04;2835.18;2849.09;2693.66;2948.22;2838.70;2790.01;;;453019712.00;460436288.00;523226304.00;26.26;27.96;22.88;2835.18;3109.03;2561.32;5.80;23.53;-35.46;
2011/02/01;2751.53;2805.05;2748.54;2798.96;1770529;2779.43;2811.76;2845.19;2840.46;2697.87;2954.25;2823.16;2795.42;;;177052896.00;403115200.00;470725440.00;34.02;29.98;42.11;2845.19;3096.34;2594.04;4.52;19.72;-30.41;
2011/02/11;2778.70;2835.41;2760.18;2827.33;3193394;2777.13;2810.25;2856.98;2833.46;2704.76;2960.57;2818.05;2803.90;;;319339392.00;374616896.00;444165312.00;42.60;34.18;59.43;2856.98;3078.37;2635.58;5.73;16.92;-22.39;
2011/02/18;2828.57;2939.28;2828.57;2899.79;7440394;2798.82;2816.13;2869.19;2829.89;2712.84;2967.09;2820.40;2813.81;;;744039424.00;433681216.00;468420192.00;56.99;41.79;87.41;2869.19;3069.79;2668.58;12.39;16.02;-7.25;
2011/02/25;2886.54;2944.41;2839.20;2878.57;6506657;2831.48;2814.60;2876.18;2825.51;2721.50;2973.43;2823.41;2824.11;;;650665728.00;468824896.00;476079712.00;63.57;49.05;92.62;2876.18;3067.15;2685.20;15.78;15.97;-0.38;
2011/03/04;2880.17;2944.46;2861.82;2942.31;7141940;2869.40;2825.32;2874.74;2819.93;2731.61;2980.01;2831.84;2835.14;;;714193984.00;521060352.00;490748320.00;75.46;57.85;110.68;2874.74;3063.11;2686.36;23.34;17.44;11.79;
2011/03/11;2952.72;3012.04;2927.68;2933.80;7129183;2896.35;2837.89;2872.67;2815.56;2741.49;2986.37;2835.18;2845.55;;;712918272.00;628231360.00;515673280.00;76.20;63.97;100.67;2872.67;3057.28;2688.05;28.31;19.62;17.39;
2011/03/18;2923.98;2939.65;2850.94;2906.89;6931293;2912.27;2844.70;2869.07;2810.27;2749.16;2992.56;2841.16;2857.40;;;693129280.00;702988288.00;538802560.00;74.14;67.36;87.69;2869.07;3047.69;2690.46;29.74;21.64;16.20;
2011/03/25;2913.91;2985.08;2884.75;2977.81;6038903;2927.88;2863.35;2861.49;2807.76;2757.57;2998.80;2855.30;2872.26;;;603890304.00;674961792.00;554321536.00;79.50;71.41;95.70;2861.49;3002.46;2720.53;36.18;24.55;23.26;
2011/04/01;2985.36;3005.78;2914.38;2967.41;7163034;2945.65;2888.56;2860.59;2807.40;2766.70;3004.91;2866.02;2884.25;;;716303424.00;688085376.00;578455168.00;80.69;74.50;93.07;2860.59;2998.41;2722.76;39.98;27.64;24.69;
2011/04/08;2964.21;3031.10;2963.90;3030.02;4144221;2963.18;2916.29;2867.66;2808.91;2775.13;3010.62;2885.91;2895.45;;;414422112.00;628133056.00;574596736.00;86.99;78.67;103.65;2867.66;3024.71;2710.61;47.50;31.61;31.78;
2011/04/15;3037.91;3062.53;2994.47;3050.53;7371729;2986.52;2941.44;2876.60;2809.45;2784.27;3016.18;2913.84;2898.50;;;737172928.00;632982720.00;630607040.00;89.62;82.32;104.22;2876.60;3053.70;2699.50;54.49;36.19;36.60;
2011/04/22;3040.53;3067.46;2992.67;3010.52;6852738;3007.27;2959.77;2885.01;2808.76;2792.53;3021.77;2935.33;2899.87;;;685273792.00;631413120.00;667200704.00;84.76;83.13;88.03;2885.01;3071.01;2699.01;56.15;40.18;31.94;
2011/04/29;3003.03;3003.61;2871.01;2911.51;5747567;2994.00;2960.94;2888.53;2806.76;2801.37;3026.74;2944.71;2897.28;;;574756672.00;625583744.00;650272768.00;65.83;77.37;42.77;2888.53;3073.69;2703.37;48.91;41.92;13.97;
2011/05/06;2911.51;2933.46;2834.46;2863.89;4341610;2973.30;2959.48;2887.04;2804.27;2810.06;3031.99;2947.76;2887.07;;;434160992.00;569157248.00;628621312.00;48.10;67.61;9.08;2887.04;3072.50;2701.57;38.88;41.32;-4.87;
